Date,SI_CT_pair,DC_CT_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_CT_pair_SI_CT_pair_pair,sharpe,CAGR
1991-03-02,1.0,1.0,-0.4942492911608277,0.5057507088391723,,False,False,0.0,False,False,0.0,0.0,-0.0001746605503895014,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-03,1.0,1.0,-0.49449894821802887,0.5055010517819711,,False,False,0.0,False,False,0.0,0.0,-0.00016705067440751727,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-04,1.0,1.0,-0.4947377744719946,0.5052622255280055,,False,False,0.0,False,False,0.0,0.0,-0.00015977802798889943,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-05,1.0,1.0,-0.494966244970955,0.505033755029045,,False,False,0.0,False,False,0.0,0.0,-0.00015282652683900802,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-06,1.0,1.0,-0.4951848126312774,0.5048151873687226,,False,False,0.0,False,False,0.0,0.0,-0.0001461810329238319,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-07,1.0,1.0,-0.4953939094870962,0.5046060905129037,,False,False,0.0,False,False,0.0,0.0,-0.00013982727526992694,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-08,1.0,1.0,-0.49559394783938776,0.5044060521606122,,False,False,0.0,False,False,0.0,0.0,-0.00013375177973976726,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-09,0.97681287061617,1.0,-0.49573653426950964,0.4810763363466603,,False,False,0.0,False,False,0.0,0.0,-0.015843078498111965,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-10,0.9775493704483442,1.0,-0.4958304558098849,0.48171891463845934,,False,False,0.0,False,False,0.0,0.0,0.00043612534958545974,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-11,0.9787839847999408,1.0,-0.4958845447710961,0.48289944002884466,,False,False,0.0,False,False,0.0,0.0,0.0008005360979180342,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-12,0.9872899071071322,1.0,-0.4959218571012096,0.49136805000592254,,False,False,0.0,False,False,0.0,0.0,0.005709643209038303,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-13,1.0058780312261504,1.0,-0.49598352154274006,0.5098945096834103,,False,False,0.0,False,False,0.0,0.0,0.012335664125186293,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-14,0.9978220954105724,1.0,-0.4960490739495781,0.5017730214609943,,False,False,0.0,False,False,0.0,0.0,-0.005436538564362649,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-15,1.0084249982236932,1.0,-0.4961399342096128,0.5122850640140805,,False,False,0.0,False,False,0.0,0.0,0.006986765626715221,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-16,1.0044415233943909,1.0,-0.49624393938465583,0.508197584009735,,False,False,0.0,False,False,0.0,0.0,-0.0027237419870623915,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-17,1.0060106162023292,1.0,-0.49636215521298543,0.5096484609893438,,False,False,0.0,False,False,0.0,0.0,0.0009657236920248295,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-18,1.007551766325884,1.0,-0.4964953846848894,0.5110563816409945,,False,False,0.0,False,False,0.0,0.0,0.0009360881078126889,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-19,1.0168438102981503,1.0,-0.49666047644653605,0.5201833338516142,,False,False,0.0,False,False,0.0,0.0,0.006030344473123572,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-20,0.9996751489087542,1.0,-0.4968165122400707,0.5028586366686836,,False,False,0.0,False,False,0.0,0.0,-0.011576875189288268,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-21,1.012658535064711,1.0,-0.4969912124231818,0.5156673226415293,,False,False,0.0,False,False,0.0,0.0,0.008484541526377065,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-22,1.0137074957203305,1.0,-0.49718351176266384,0.5165239839576666,,False,False,0.0,False,False,0.0,0.0,0.0005669908099886663,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-23,1.0077393035358764,1.0,-0.49737775279827656,0.5103615507375998,,False,False,0.0,False,False,0.0,0.0,-0.004094321563982524,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-24,1.009069555626898,1.0,-0.497575639796843,0.5114939158300551,,False,False,0.0,False,False,0.0,0.0,0.0007515804622712213,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-25,1.010375913116644,1.0,-0.49777858101370304,0.5125973321029411,,False,False,0.0,False,False,0.0,0.0,0.0007316334481516646,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-26,1.0167764549375762,1.0,-0.49799841004854706,0.5187780448890291,,False,False,0.0,False,False,0.0,0.0,0.004080284753169987,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-27,1.0247909591598687,1.0,-0.4982486572573532,0.5265423019025155,,False,False,0.0,False,False,0.0,0.0,0.005097869372400771,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-28,1.0388238954300164,1.0,-0.4985534567457005,0.5402704386843159,,False,False,0.0,False,False,0.0,0.0,0.008929581772732741,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-29,1.0388238954300164,1.0,-0.4989041651742025,0.5399197302558139,,False,False,0.0,False,False,0.0,0.0,-0.00022806921294278834,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-30,1.0388238954300164,1.0,-0.49929311695051126,0.5395307784795051,,False,False,0.0,False,False,0.0,0.0,-0.0002528752839855361,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-03-31,1.0388238954300164,1.0,-0.49971352365308064,0.5391103717769358,,False,False,0.0,False,False,0.0,0.0,-0.00027325087927982956,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-01,1.0388238954300164,1.0,-0.5001593834845631,0.5386645119454533,,False,False,0.0,False,False,0.0,0.0,-0.0002897106405190736,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-02,1.0388238954300164,1.0,-0.5006253997579859,0.5381984956720305,,False,False,0.0,False,False,0.0,0.0,-0.0003027162212353909,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-03,1.0388238954300164,1.0,-0.5011069075194275,0.5377169879105889,,False,False,0.0,False,False,0.0,0.0,-0.00031268142732088206,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-04,1.0388238954300164,1.0,-0.5015998075010072,0.5372240879290092,,False,False,0.0,False,False,0.0,0.0,-0.00031997688729521763,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-05,1.0388238954300164,1.0,-0.5021005066787538,0.5367233887512626,,False,False,0.0,False,False,0.0,0.0,-0.00032493429078119104,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-06,1.0388238954300164,1.0,-0.5026058647823628,0.5362180306476536,,False,False,0.0,False,False,0.0,0.0,-0.0003278502314236735,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-07,1.0388238954300164,1.0,-0.5031131461688665,0.5357107492611499,,False,False,0.0,False,False,0.0,0.0,-0.0003289896881766797,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-08,1.0388238954300164,1.0,-0.5036199765306396,0.5352039188993768,,False,False,0.0,False,False,0.0,0.0,-0.00032858917655711827,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-09,1.0388238954300164,1.0,-0.5041243039606332,0.5346995914693832,,False,False,0.0,False,False,0.0,0.0,-0.00032685959917046783,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-10,1.0388238954300164,1.0,-0.5046243639449048,0.5341995314851116,,False,False,0.0,False,False,0.0,0.0,-0.000323988822582316,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-11,1.0388238954300164,1.0,-0.5051186478949444,0.533705247535072,,False,False,0.0,False,False,0.0,0.0,-0.0003201440054725874,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-12,1.0388238954300164,1.0,-0.5056058748704749,0.5332180205595415,,False,False,0.0,False,False,0.0,0.0,-0.00031547370097359615,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-13,1.0388238954300164,1.0,-0.5060849661777758,0.5327389292522406,,False,False,0.0,False,False,0.0,0.0,-0.0003101097541781503,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-14,1.0388238954300164,1.0,-0.5065550225595253,0.5322688728704911,,False,False,0.0,False,False,0.0,0.0,-0.00030416901400537544,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-15,1.0388238954300164,1.0,-0.5070153037200371,0.5318085917099793,,False,False,0.0,False,False,0.0,0.0,-0.0002977548769398868,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-16,1.0388238954300164,1.0,-0.5074652099548815,0.5313586854751349,,False,False,0.0,False,False,0.0,0.0,-0.0002909586786052096,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-17,1.0388238954300164,1.0,-0.5079042656765259,0.5309196297534905,,False,False,0.0,False,False,0.0,0.0,-0.0002838609476989627,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-18,1.0388238954300164,1.0,-0.5083321046480322,0.5304917907819842,,False,False,0.0,False,False,0.0,0.0,-0.0002765325354939971,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-19,1.0388238954300164,1.0,-0.5087484567552555,0.5300754386747609,,False,False,0.0,False,False,0.0,0.0,-0.0002690356328964672,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-20,1.0388238954300164,1.0,-0.5091531361645805,0.5296707592654359,,False,False,0.0,False,False,0.0,0.0,-0.00026142468593872787,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-21,1.0388238954300164,1.0,-0.5095460307282071,0.5292778647018093,,False,False,0.0,False,False,0.0,0.0,-0.00025374721956885195,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-22,1.0388238954300164,1.0,-0.5099270925124967,0.5288968029175197,,False,False,0.0,False,False,0.0,0.0,-0.00024604457866772474,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-23,1.0388238954300164,1.0,-0.5102963293370786,0.5285275660929378,,False,False,0.0,False,False,0.0,0.0,-0.00023835259438137623,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-24,1.0388238954300164,1.0,-0.5106537972234131,0.5281700982066033,,False,False,0.0,False,False,0.0,0.0,-0.00023070218308361316,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-25,1.0388238954300164,1.0,-0.510999593661428,0.5278243017685884,,False,False,0.0,False,False,0.0,0.0,-0.000223119884586101,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-26,1.0388238954300164,1.0,-0.5113338516118043,0.5274900438182121,,False,False,0.0,False,False,0.0,0.0,-0.00021562834557592924,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-27,1.0388238954300164,1.0,-0.5116567341695696,0.5271671612604468,,False,False,0.0,False,False,0.0,0.0,-0.00020824675368477975,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-28,1.0388238954300164,1.0,-0.5119684298219555,0.526855465608061,,False,False,0.0,False,False,0.0,0.0,-0.00020099122707176417,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-29,1.0388238954300164,1.0,-0.5122691482400628,0.5265547471899537,,False,False,0.0,False,False,0.0,0.0,-0.0001938751639268312,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-04-30,1.0388238954300164,1.0,-0.5125591165498238,0.5262647788801926,,False,False,0.0,False,False,0.0,0.0,-0.00018690955587490475,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-01,1.0388238954300164,1.0,-0.5128385760331202,0.5259853193968962,,False,False,0.0,False,False,0.0,0.0,-0.00018010326887195037,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-02,1.0388238954300164,1.0,-0.5131077792147604,0.525716116215256,,False,False,0.0,False,False,0.0,0.0,-0.00017346329483336386,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-03,1.0388238954300164,1.0,-0.5133669872953953,0.5254569081346211,,False,False,0.0,False,False,0.0,0.0,-0.00016699497691922003,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-04,1.0388238954300164,1.0,-0.513616467894402,0.5252074275356144,,False,False,0.0,False,False,0.0,0.0,-0.00016070221111257686,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-05,1.0388238954300164,1.0,-0.5138564930703263,0.5249674023596901,,False,False,0.0,False,False,0.0,0.0,-0.00015458762646972807,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-06,1.0388238954300164,1.0,-0.5140873375896982,0.5247365578403183,,False,False,0.0,False,False,0.0,0.0,-0.00014865274618623388,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-07,1.0388238954300164,1.0,-0.5143092774179341,0.5245146180120823,,False,False,0.0,False,False,0.0,0.0,-0.00014289813141326563,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-08,1.0388238954300164,1.0,-0.5145225884086655,0.5243013070213509,,False,False,0.0,False,False,0.0,0.0,-0.0001373235095651465,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-09,1.0388238954300164,1.0,-0.5147275451701963,0.5240963502598202,,False,False,0.0,False,False,0.0,0.0,-0.00013192788869068698,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-10,1.0388238954300164,1.0,-0.5149244200899289,0.5238994753400875,,False,False,0.0,False,False,0.0,0.0,-0.0001267096593226264,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-11,1.0337818345481355,1.0,-0.515102987089201,0.5186788474589346,,False,False,0.0,False,False,0.0,0.0,-0.003370572045269448,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-12,1.0352933645454387,1.0,-0.5152681158969906,0.5200252486484481,,False,False,0.0,False,False,0.0,0.0,0.0008683313796299087,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-13,1.0372178530901686,1.0,-0.5154249355783047,0.5217929175118639,,False,False,0.0,False,False,0.0,0.0,0.001138490370300601,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-14,1.0512004521750096,1.0,-0.5156030176065308,0.5355974345684787,,False,False,0.0,False,False,0.0,0.0,0.008810624512172965,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-15,1.0595906621621596,1.0,-0.5158162198520757,0.5437744423100839,,False,False,0.0,False,False,0.0,0.0,0.005190410068001238,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-16,1.0645826384359167,1.0,-0.5160693134182357,0.548513325017681,,False,False,0.0,False,False,0.0,0.0,0.002998055771884693,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-17,1.0705858575806109,1.0,-0.5163683652973565,0.5542174922832543,,False,False,0.0,False,False,0.0,0.0,0.0035944119769433062,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-18,1.0693074897679555,1.0,-0.5167032776416537,0.5526042121263018,,False,False,0.0,False,False,0.0,0.0,-0.0010171936976111648,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-19,1.0711559943698223,1.0,-0.5170716721798917,0.5540843221899306,,False,False,0.0,False,False,0.0,0.0,0.0009319256267863747,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-20,1.0729266499823809,1.0,-0.5174711896665258,0.555455460315855,,False,False,0.0,False,False,0.0,0.0,0.0008621353046021906,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-21,1.0840001537577617,1.0,-0.5179190218250271,0.5660811319327346,,False,False,0.0,False,False,0.0,0.0,0.006633088472153322,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-22,1.082586438300901,1.0,-0.5184038525682695,0.5641825857326315,,False,False,0.0,False,False,0.0,0.0,-0.0011858574102110197,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-23,1.071252181573797,1.0,-0.5188950884668992,0.5523570931068977,,False,False,0.0,False,False,0.0,0.0,-0.007436727936168509,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-24,1.0625933115068809,1.0,-0.5193717997902481,0.5432215117166328,,False,False,0.0,False,False,0.0,0.0,-0.005774831141992907,-0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-25,1.0693431144056642,1.0,-0.5198480074809003,0.5494951069247639,,False,False,0.0,False,False,0.0,0.0,0.003947665653130231,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-26,1.070943131294234,1.0,-0.5203251272408702,0.5506180040533637,,False,False,0.0,False,False,0.0,0.0,0.0007056617402986031,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-27,1.0725175658382662,1.0,-0.5208043269902984,0.5517132388479677,,False,False,0.0,False,False,0.0,0.0,0.0006873907899801216,0.0,1.0,1.0,1.1522727099636478,0.0117
1991-05-28,1.0740534461000444,1.0,-0.5212865283929776,0.5527669177070668,,False,False,0.0,False,False,0.0,0.0,0.000660472924859707,0.0,1.0,1.0,1.1522727099636478,0.0117
