Date,NG_CT_pair,DC_SI_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_SI_pair_NG_CT_pair_pair,sharpe,CAGR
1991-01-21,1.0,1.0,-0.4628120273029513,0.5371879726970488,,False,False,0.0,False,False,0.0,0.0,-0.0015020457988030463,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-22,1.0,1.0,-0.4648309238432705,0.5351690761567295,,False,False,0.0,False,False,0.0,0.0,-0.001378245439427447,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-23,1.0,1.0,-0.46669422597999477,0.5333057740200052,,False,False,0.0,False,False,0.0,0.0,-0.0012704094034864423,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-24,1.0,1.0,-0.46842068392993136,0.5315793160700686,,False,False,0.0,False,False,0.0,0.0,-0.0011757243471374483,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-25,1.0,1.0,-0.4700259198143708,0.5299740801856292,,False,False,0.0,False,False,0.0,0.0,-0.0010919779459685284,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-26,1.0,1.0,-0.47152306346823014,0.5284769365317699,,False,False,0.0,False,False,0.0,0.0,-0.001017410933628671,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-27,1.0,1.0,-0.4729232391226201,0.5270767608773799,,False,False,0.0,False,False,0.0,0.0,-0.0009506100638510098,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-28,1.0,1.0,-0.47423594232339683,0.5257640576766032,,False,False,0.0,False,False,0.0,0.0,-0.0008904295188379943,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-29,1.0,1.0,-0.4754693349715516,0.5245306650284485,,False,False,0.0,False,False,0.0,0.0,-0.000835932417516815,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-30,1.0,1.0,-0.47663047853483936,0.5233695214651606,,False,False,0.0,False,False,0.0,0.0,-0.0007863467402081638,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-01-31,1.0,1.0,-0.47772552004262486,0.5222744799573751,,False,False,0.0,False,False,0.0,0.0,-0.0007410317362279246,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-01,1.0,1.0,-0.47875984164705093,0.5212401583529491,,False,False,0.0,False,False,0.0,0.0,-0.0006994520511687181,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-02,1.0,1.0,-0.4797381818005633,0.5202618181994367,,False,False,0.0,False,False,0.0,0.0,-0.0006611576058150607,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-03,1.0,1.0,-0.480664734124247,0.5193352658757531,,False,False,0.0,False,False,0.0,0.0,-0.0006257678070732727,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-04,1.0,1.0,-0.4815432285966305,0.5184567714033694,,False,False,0.0,False,False,0.0,0.0,-0.0005929590547390104,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-05,1.0,1.0,-0.48237699862444067,0.5176230013755594,,False,False,0.0,False,False,0.0,0.0,-0.0005624547794412174,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-06,1.0,1.0,-0.4831690367589997,0.5168309632410003,,False,False,0.0,False,False,0.0,0.0,-0.0005340174416598068,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-07,1.0,1.0,-0.4839220412204174,0.5160779587795826,,False,False,0.0,False,False,0.0,0.0,-0.0005074420626560626,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-08,1.0,1.0,-0.4846384549340913,0.5153615450659087,,False,False,0.0,False,False,0.0,0.0,-0.00048255096134211946,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-09,1.0,1.0,-0.48532049843292835,0.5146795015670717,,False,False,0.0,False,False,0.0,0.0,-0.00045918944736616173,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-10,1.0,1.0,-0.4859701977071877,0.5140298022928123,,False,False,0.0,False,False,0.0,0.0,-0.00043722227758124973,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-11,1.0,1.0,-0.48658940787230137,0.5134105921276986,,False,False,0.0,False,False,0.0,0.0,-0.00041653072585787725,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-12,1.0,1.0,-0.48717983335903037,0.5128201666409696,,False,False,0.0,False,False,0.0,0.0,-0.0003970101486619619,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-13,1.0,1.0,-0.4877430451991762,0.5122569548008238,,False,False,0.0,False,False,0.0,0.0,-0.0003785679536283418,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-14,1.0,1.0,-0.48828049587580746,0.5117195041241925,,False,False,0.0,False,False,0.0,0.0,-0.0003611218974652843,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-15,1.0,1.0,-0.48879353212355964,0.5112064678764403,,False,False,0.0,False,False,0.0,0.0,-0.0003445986543348654,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-16,1.0,1.0,-0.4892834059974721,0.5107165940025279,,False,False,0.0,False,False,0.0,0.0,-0.00032893260741350663,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-17,1.0,1.0,-0.4897512844745472,0.5102487155254528,,False,False,0.0,False,False,0.0,0.0,-0.0003140648254182275,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-18,1.0,1.0,-0.4901982578080818,0.5098017421919182,,False,False,0.0,False,False,0.0,0.0,-0.00029994219305561043,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-19,1.0,1.0,-0.49062534681875547,0.5093746531812445,,False,False,0.0,False,False,0.0,0.0,-0.000286516670057406,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-20,1.0,1.0,-0.49103350927684786,0.5089664907231521,,False,False,0.0,False,False,0.0,0.0,-0.00027374465801935333,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-21,1.0,1.0,-0.49142364550554196,0.508576354494458,,False,False,0.0,False,False,0.0,0.0,-0.0002615864579254821,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-22,1.0,1.0,-0.49179660331504893,0.5082033966849511,,False,False,0.0,False,False,0.0,0.0,-0.00025000580419487956,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-23,1.0,1.0,-0.492153182360482,0.507846817639518,,False,False,0.0,False,False,0.0,0.0,-0.00023896946348965771,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-24,1.0,1.0,-0.4924941380023811,0.5075058619976189,,False,False,0.0,False,False,0.0,0.0,-0.00022844688847851384,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-25,1.0,1.0,-0.49282018473704564,0.5071798152629543,,False,False,0.0,False,False,0.0,0.0,-0.0002184099183533367,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-26,1.0,1.0,-0.4931319992539681,0.5068680007460319,,False,False,0.0,False,False,0.0,0.0,-0.0002088325192134459,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-27,1.0,1.0,-0.49343022316934976,0.5065697768306503,,False,False,0.0,False,False,0.0,0.0,-0.00019969055852418803,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-02-28,1.0,1.0,-0.49371546547765516,0.5062845345223448,,False,False,0.0,False,False,0.0,0.0,-0.00019096160875210414,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-01,1.0,1.0,-0.4939883047572144,0.5060116952427856,,False,False,0.0,False,False,0.0,0.0,-0.00018262477603770298,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-02,1.0,1.0,-0.4942492911608277,0.5057507088391723,,False,False,0.0,False,False,0.0,0.0,-0.0001746605503895014,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-03,1.0,1.0,-0.49449894821802887,0.5055010517819711,,False,False,0.0,False,False,0.0,0.0,-0.00016705067440751727,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-04,1.0,1.0,-0.4947377744719946,0.5052622255280055,,False,False,0.0,False,False,0.0,0.0,-0.00015977802798889943,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-05,1.0,1.0,-0.494966244970955,0.505033755029045,,False,False,0.0,False,False,0.0,0.0,-0.00015282652683900802,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-06,1.0,1.0,-0.4951848126312774,0.5048151873687226,,False,False,0.0,False,False,0.0,0.0,-0.0001461810329238319,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-07,1.0,1.0,-0.4953939094870962,0.5046060905129037,,False,False,0.0,False,False,0.0,0.0,-0.00013982727526992694,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-08,1.0,1.0,-0.49559394783938776,0.5044060521606122,,False,False,0.0,False,False,0.0,0.0,-0.00013375177973976726,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-09,1.0,1.0,-0.495785321315692,0.504214678684308,,False,False,0.0,False,False,0.0,0.0,-0.00012794180660619496,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-10,1.0,1.0033397526355647,-0.4959650310410663,0.5023785684393663,,False,False,0.0,False,False,0.0,0.0,-0.0012260176078198318,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-11,1.0,1.006922002536644,-0.4961302654573456,0.5004355195866528,,False,False,0.0,False,False,0.0,0.0,-0.0012957421158561837,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-12,1.0,1.022915434385198,-0.49626595422493947,0.4923618958634113,,False,False,0.0,False,False,0.0,0.0,-0.005355147035014209,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-13,1.0,1.0343860927660724,-0.49636349289469056,0.4865685059929409,,False,False,0.0,False,False,0.0,0.0,-0.0038279828941126678,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-14,1.0,1.0238106683410269,-0.4964383416432267,0.491741129652137,,False,False,0.0,False,False,0.0,0.0,0.003429533060198825,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-15,1.0,1.0367729313624798,-0.49647955014907974,0.48526344143041333,,False,False,0.0,False,False,0.0,0.0,-0.004276445422193256,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-16,1.0,1.0310163570504314,-0.4964973593419525,0.4881031012861011,,False,False,0.0,False,False,0.0,0.0,0.001878209987799671,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-17,1.0,1.0332624523929441,-0.4964923661113203,0.4869930801974417,,False,False,0.0,False,False,0.0,0.0,-0.0007336523542167825,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-18,1.0,1.0353656896880683,-0.49646532827574347,0.48597683298357164,,False,False,0.0,False,False,0.0,0.0,-0.0006712230275001012,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-19,1.0,1.0565298643728258,-0.49639632583071963,0.47554245719490074,,False,False,0.0,False,False,0.0,0.0,-0.006844648339284664,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-20,1.0,1.047552971792178,-0.49630080803156684,0.4800986136436729,,False,False,0.0,False,False,0.0,0.0,0.0029976658286329206,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-21,1.0,1.0596699777715035,-0.49616924447964783,0.4742243477313479,,False,False,0.0,False,False,0.0,0.0,-0.0038500194334538163,-0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-22,1.0,1.0596699777715035,-0.49600682927371725,0.4743964542490061,,False,False,0.0,False,False,0.0,0.0,0.00011281208551037949,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-23,1.0,1.0596699777715035,-0.4958182812168993,0.4745962529641833,,False,False,0.0,False,False,0.0,0.0,0.0001309808734673819,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-24,1.0,1.0596699777715035,-0.495607863539339,0.47481922625988626,,False,False,0.0,False,False,0.0,0.0,0.00014619466724340657,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-25,1.0,1.0596699777715035,-0.49537940819796705,0.4750613135263997,,False,False,0.0,False,False,0.0,0.0,0.0001587521312566657,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-26,1.0,1.0596699777715035,-0.4951363429997985,0.47531888241954,,False,False,0.0,False,False,0.0,0.0,0.00016893295927286443,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-27,1.0,1.0596699777715035,-0.4948817201986272,0.47558869855759733,,False,False,0.0,False,False,0.0,0.0,0.00017699694157477102,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-28,1.0,1.0596699777715035,-0.49461824554423917,0.475867894738756,,False,False,0.0,False,False,0.0,0.0,0.0001831837149777939,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-29,1.0,1.0596699777715035,-0.49434830702895016,0.47615394047925197,,False,False,0.0,False,False,0.0,0.0,0.00018771301648797561,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-30,1.0,1.0596699777715035,-0.4940740027882604,0.4764446124478863,,False,False,0.0,False,False,0.0,0.0,0.00019078529800043876,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-03-31,1.0,1.0596699777715035,-0.4937971677796361,0.4767379661953216,,False,False,0.0,False,False,0.0,0.0,0.00019258258981392533,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-01,1.0,1.0596699777715035,-0.49351939899374875,0.4770323094384885,,False,False,0.0,False,False,0.0,0.0,0.00019326952567088452,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-02,1.0,1.0596699777715035,-0.49324207905272577,0.47732617705422786,,False,False,0.0,False,False,0.0,0.0,0.00019299446231421639,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-03,1.0,1.0596699777715035,-0.49296639812588333,0.477618307855847,,False,False,0.0,False,False,0.0,0.0,0.00019189064288320404,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-04,1.0,1.0596699777715035,-0.4926933741498809,0.47790762316642865,,False,False,0.0,False,False,0.0,0.0,0.0001900773665153587,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-05,1.0,1.0596699777715035,-0.4924238713812939,0.47819320715922664,,False,False,0.0,False,False,0.0,0.0,0.00018766113684174447,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-06,1.0,1.0596699777715035,-0.49215861733856126,0.47847428890479293,,False,False,0.0,False,False,0.0,0.0,0.000184736770148936,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-07,1.0,1.0596699777715035,-0.49189821820982543,0.47875022604375206,,False,False,0.0,False,False,0.0,0.0,0.00018138845026185814,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-08,1.0,1.0596699777715035,-0.491643172815526,0.47902048999106006,,False,False,0.0,False,False,0.0,0.0,0.00017769072201795412,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-09,1.0,1.0596699777715035,-0.49139388522147776,0.47928465257030395,,False,False,0.0,False,False,0.0,0.0,0.00017370941885368177,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-10,1.0,1.0596699777715035,-0.4911506761009466,0.47954237397365096,,False,False,0.0,False,False,0.0,0.0,0.00016950252275070295,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-11,1.0,1.0596699777715035,-0.49091379294402765,0.47979339194327775,,False,False,0.0,False,False,0.0,0.0,0.00016512095678077843,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-12,1.0,1.0596699777715035,-0.49068341921028047,0.4800375120725967,,False,False,0.0,False,False,0.0,0.0,0.0001606093119125835,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-13,1.0,1.0596699777715035,-0.4904596825167523,0.4802745991296544,,False,False,0.0,False,False,0.0,0.0,0.00015600651073012072,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-14,1.0,1.0596699777715035,-0.49024266194872684,0.48050456931014995,,False,False,0.0,False,False,0.0,0.0,0.00015134641134861778,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-15,1.0,1.0596699777715035,-0.4900323945751624,0.48072738333322107,,False,False,0.0,False,False,0.0,0.0,0.0001466583552068232,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-16,1.0,1.0596699777715035,-0.4898288812451144,0.48094304029914914,,False,False,0.0,False,False,0.0,0.0,0.000141967662602025,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-17,1.0,1.0596699777715035,-0.48963209173568906,0.48115157223422755,,False,False,0.0,False,False,0.0,0.0,0.00013729607988939758,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-18,1.0,1.0596699777715035,-0.489441969316399,0.4813530392540506,,False,False,0.0,False,False,0.0,0.0,0.0001326621822125687,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-19,1.0,1.0596699777715035,-0.4892584347892962,0.48154752528230593,,False,False,0.0,False,False,0.0,0.0,0.00012808173551266032,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-20,1.0,1.0596699777715035,-0.48908139005901496,0.48173513426770753,,False,False,0.0,False,False,0.0,0.0,0.0001235680213880939,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-21,1.0,1.0596699777715035,-0.48891072128191254,0.48191598684694603,,False,False,0.0,False,False,0.0,0.0,0.00011913212817706287,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-22,1.0,1.0596699777715035,-0.488746301638875,0.48209021740642877,,False,False,0.0,False,False,0.0,0.0,0.00011478321141394644,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-23,1.0,1.0596699777715035,-0.4885879937720695,0.4822579715001276,,False,False,0.0,False,False,0.0,0.0,0.00011052872658778093,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-24,1.0,1.0596699777715035,-0.48843565192197225,0.4824194035850339,,False,False,0.0,False,False,0.0,0.0,0.00010637463689745525,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-25,1.0,1.0596699777715035,-0.48828912379737693,0.48257467503956664,,False,False,0.0,False,False,0.0,0.0,0.00010232559848492433,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-26,1.0,1.0596699777715035,-0.4881482522077775,0.4827239524337861,,False,False,0.0,False,False,0.0,0.0,9.838512540871283e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-27,1.0,1.0596699777715035,-0.4880128764845045,0.4828674060234577,,False,False,0.0,False,False,0.0,0.0,9.455573642090178e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-28,1.0,1.0596699777715035,-0.48788283371426117,0.4830052084429107,,False,False,0.0,False,False,0.0,0.0,9.083908542072415e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-29,1.0,1.0596699777715035,-0.4877579598062298,0.4831375335742586,,False,False,0.0,False,False,0.0,0.0,8.723607728238541e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-04-30,1.0,1.0596699777715035,-0.4876380904116836,0.4832645555729128,,False,False,0.0,False,False,0.0,0.0,8.37469705880049e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-01,1.0,1.0596699777715035,-0.4875230617130257,0.4833864480314628,,False,False,0.0,False,False,0.0,0.0,8.037146865249482e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-02,1.0,1.0596699777715035,-0.4874127110973644,0.4835033832659076,,False,False,0.0,False,False,0.0,0.0,7.710880008200204e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-03,1.0,1.0596699777715035,-0.4873068777281043,0.48361553170995886,,False,False,0.0,False,False,0.0,0.0,7.395778999091114e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-04,1.0,1.0596699777715035,-0.48720540302657234,0.4837230614046757,,False,False,0.0,False,False,0.0,0.0,7.091692287851452e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-05,1.0,1.0596699777715035,-0.4871081310743862,0.4838261375720866,,False,False,0.0,False,False,0.0,0.0,6.798439807281598e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-06,1.0,1.0596699777715035,-0.4870149089461015,0.4839249222626938,,False,False,0.0,False,False,0.0,0.0,6.515817854788165e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-07,1.0,1.0596699777715035,-0.48692558698062044,0.48401957406786966,,False,False,0.0,False,False,0.0,0.0,6.243603384105243e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-08,1.0,1.0596699777715035,-0.48684001899890905,0.4841102478891477,,False,False,0.0,False,False,0.0,0.0,5.9815577717158714e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-09,1.0,1.0596699777715035,-0.48675806247472814,0.48419709475730477,,False,False,0.0,False,False,0.0,0.0,5.7294301163231036e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-10,1.0,1.0596699777715035,-0.48667957866433575,0.48428026169491867,,False,False,0.0,False,False,0.0,0.0,5.48696012277958e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-11,1.0,1.0596699777715035,-0.48660443270044745,0.4843598916168018,,False,False,0.0,False,False,0.0,0.0,5.25388061735155e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-12,1.0,1.0596699777715035,-0.48653249365514567,0.4844361232633376,,False,False,0.0,False,False,0.0,0.0,5.029919735217648e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-13,1.0,1.0596699777715035,-0.4864636345758955,0.484509091162316,,False,False,0.0,False,False,0.0,0.0,4.814802817546052e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-14,1.0,1.0596699777715035,-0.4863977324983494,0.4845789256153644,,False,False,0.0,False,False,0.0,0.0,4.6082540508934455e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-15,1.0,1.0596699777715035,-0.4863346684392012,0.4846457527055201,,False,False,0.0,False,False,0.0,0.0,4.4099978783852774e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-16,1.0,1.0596699777715035,-0.48627432737197074,0.4847096943228909,,False,False,0.0,False,False,0.0,0.0,4.2197602090646935e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-17,1.0,1.0596699777715035,-0.4862165981882662,0.4847708682057039,,False,False,0.0,False,False,0.0,0.0,4.0372694485205854e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-18,1.0,1.0596699777715035,-0.4861613736467712,0.48482938799436237,,False,False,0.0,False,False,0.0,0.0,3.86225737186046e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-19,1.0,1.0596699777715035,-0.48610855031193806,0.48488536329641085,,False,False,0.0,False,False,0.0,0.0,3.6944598575239034e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-20,1.0,1.0596699777715035,-0.4860580284841305,0.4849388997605606,,False,False,0.0,False,False,0.0,0.0,3.533617498414979e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-21,1.0,1.0596699777715035,-0.4860097121227498,0.48499009915815094,,False,False,0.0,False,False,0.0,0.0,3.3794761051991286e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-22,1.0,1.0596699777715035,-0.4859635087636903,0.4850390594706184,,False,False,0.0,False,False,0.0,0.0,3.231787114615287e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-23,1.0,1.0596699777715035,-0.4859193294323034,0.48508587498172717,,False,False,0.0,False,False,0.0,0.0,3.0903079148581825e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-24,1.0,1.0596699777715035,-0.4858770885529012,0.4851306363734643,,False,False,0.0,False,False,0.0,0.0,2.954802097917542e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-25,1.0,1.0596699777715035,-0.48583670385570005,0.4851734308246498,,False,False,0.0,False,False,0.0,0.0,2.8250396485181274e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-26,1.0,1.0596699777715035,-0.48579809628198767,0.48521434211142744,,False,False,0.0,False,False,0.0,0.0,2.7007970774333428e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-27,1.0,1.0596699777715035,-0.4857611898881925,0.48525345070892,,False,False,0.0,False,False,0.0,0.0,2.5818575068461884e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
1991-05-28,1.0,1.0596699777715035,-0.4857259117494444,0.485290833893423,,False,False,0.0,False,False,0.0,0.0,2.4680107138362737e-05,0.0,1.0,1.0,1.5526602845658302,0.0198
