Date,DC_CC_pair,DC_SB_pair,hedge_ratio,spread,zScore,long entry,long exit,num units long,short entry,short exit,num units short,numUnits,spread pct ch,portfolio_rets,cummulative_rets,DC_SB_pair_DC_CC_pair_pair,sharpe,CAGR
1991-01-19,1.0,1.0,-0.45821147319003114,0.5417885268099689,,False,False,0.0,False,False,0.0,0.0,-0.0018131349503494822,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-20,1.0,1.0,-0.4606148166429023,0.5393851833570977,,False,False,0.0,False,False,0.0,0.0,-0.0016454327489262815,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-21,1.0,1.0,-0.4628120273029513,0.5371879726970488,,False,False,0.0,False,False,0.0,0.0,-0.0015020457988030463,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-22,1.0,1.0,-0.4648309238432705,0.5351690761567295,,False,False,0.0,False,False,0.0,0.0,-0.001378245439427447,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-23,1.0,1.0,-0.46669422597999477,0.5333057740200052,,False,False,0.0,False,False,0.0,0.0,-0.0012704094034864423,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-24,1.0,1.0,-0.46842068392993136,0.5315793160700686,,False,False,0.0,False,False,0.0,0.0,-0.0011757243471374483,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-25,1.0,1.0,-0.4700259198143708,0.5299740801856292,,False,False,0.0,False,False,0.0,0.0,-0.0010919779459685284,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-26,1.0,1.0,-0.47152306346823014,0.5284769365317699,,False,False,0.0,False,False,0.0,0.0,-0.001017410933628671,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-27,1.0,1.0,-0.4729232391226201,0.5270767608773799,,False,False,0.0,False,False,0.0,0.0,-0.0009506100638510098,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-28,1.0,1.0,-0.47423594232339683,0.5257640576766032,,False,False,0.0,False,False,0.0,0.0,-0.0008904295188379943,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-29,1.0,1.0,-0.4754693349715516,0.5245306650284485,,False,False,0.0,False,False,0.0,0.0,-0.000835932417516815,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-30,1.0,1.0,-0.47663047853483936,0.5233695214651606,,False,False,0.0,False,False,0.0,0.0,-0.0007863467402081638,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-01-31,1.0,1.0,-0.47772552004262486,0.5222744799573751,,False,False,0.0,False,False,0.0,0.0,-0.0007410317362279246,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-01,1.0,1.0,-0.47875984164705093,0.5212401583529491,,False,False,0.0,False,False,0.0,0.0,-0.0006994520511687181,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-02,1.0,1.0,-0.4797381818005633,0.5202618181994367,,False,False,0.0,False,False,0.0,0.0,-0.0006611576058150607,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-03,1.0,1.0,-0.480664734124247,0.5193352658757531,,False,False,0.0,False,False,0.0,0.0,-0.0006257678070732727,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-04,1.0,1.0,-0.4815432285966305,0.5184567714033694,,False,False,0.0,False,False,0.0,0.0,-0.0005929590547390104,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-05,1.0,1.0,-0.48237699862444067,0.5176230013755594,,False,False,0.0,False,False,0.0,0.0,-0.0005624547794412174,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-06,1.0,1.0,-0.4831690367589997,0.5168309632410003,,False,False,0.0,False,False,0.0,0.0,-0.0005340174416598068,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-07,1.0,1.0,-0.4839220412204174,0.5160779587795826,,False,False,0.0,False,False,0.0,0.0,-0.0005074420626560626,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-08,1.0,1.0,-0.4846384549340913,0.5153615450659087,,False,False,0.0,False,False,0.0,0.0,-0.00048255096134211946,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-09,1.0,1.0,-0.48532049843292835,0.5146795015670717,,False,False,0.0,False,False,0.0,0.0,-0.00045918944736616173,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-10,1.0,1.0,-0.4859701977071877,0.5140298022928123,,False,False,0.0,False,False,0.0,0.0,-0.00043722227758124973,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-11,1.0,1.0,-0.48658940787230137,0.5134105921276986,,False,False,0.0,False,False,0.0,0.0,-0.00041653072585787725,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-12,1.0,1.0,-0.48717983335903037,0.5128201666409696,,False,False,0.0,False,False,0.0,0.0,-0.0003970101486619619,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-13,1.0,1.0,-0.4877430451991762,0.5122569548008238,,False,False,0.0,False,False,0.0,0.0,-0.0003785679536283418,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-14,1.0,1.0,-0.48828049587580746,0.5117195041241925,,False,False,0.0,False,False,0.0,0.0,-0.0003611218974652843,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-15,1.0,1.0,-0.48879353212355964,0.5112064678764403,,False,False,0.0,False,False,0.0,0.0,-0.0003445986543348654,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-16,1.0,1.0,-0.4892834059974721,0.5107165940025279,,False,False,0.0,False,False,0.0,0.0,-0.00032893260741350663,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-17,1.0,1.0,-0.4897512844745472,0.5102487155254528,,False,False,0.0,False,False,0.0,0.0,-0.0003140648254182275,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-18,1.0,1.0,-0.4901982578080818,0.5098017421919182,,False,False,0.0,False,False,0.0,0.0,-0.00029994219305561043,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-19,1.0,1.0,-0.49062534681875547,0.5093746531812445,,False,False,0.0,False,False,0.0,0.0,-0.000286516670057406,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-20,1.0,1.0,-0.49103350927684786,0.5089664907231521,,False,False,0.0,False,False,0.0,0.0,-0.00027374465801935333,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-21,1.0,1.0,-0.49142364550554196,0.508576354494458,,False,False,0.0,False,False,0.0,0.0,-0.0002615864579254821,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-22,1.0,1.0,-0.49179660331504893,0.5082033966849511,,False,False,0.0,False,False,0.0,0.0,-0.00025000580419487956,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-23,1.0,1.0,-0.492153182360482,0.507846817639518,,False,False,0.0,False,False,0.0,0.0,-0.00023896946348965771,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-24,1.0,1.0,-0.4924941380023811,0.5075058619976189,,False,False,0.0,False,False,0.0,0.0,-0.00022844688847851384,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-25,1.0,1.0,-0.49282018473704564,0.5071798152629543,,False,False,0.0,False,False,0.0,0.0,-0.0002184099183533367,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-26,1.0,1.0,-0.4931319992539681,0.5068680007460319,,False,False,0.0,False,False,0.0,0.0,-0.0002088325192134459,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-27,1.0,1.0,-0.49343022316934976,0.5065697768306503,,False,False,0.0,False,False,0.0,0.0,-0.00019969055852418803,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-02-28,1.0,1.0,-0.49371546547765516,0.5062845345223448,,False,False,0.0,False,False,0.0,0.0,-0.00019096160875210414,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-01,1.0,1.0402988431618772,-0.4939475285819346,0.4861469574335452,,False,False,0.0,False,False,0.0,0.0,-0.013302200756990321,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-02,1.0,1.0290794862403152,-0.49414370050921896,0.49148685455108476,,False,False,0.0,False,False,0.0,0.0,0.0035398412891857714,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-03,1.0,1.0315684604032191,-0.49430527371686406,0.49009026982270276,,False,False,0.0,False,False,0.0,0.0,-0.0009249458430988517,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-04,1.0,1.0340850003330948,-0.49443347369232116,0.4887137611921829,,False,False,0.0,False,False,0.0,0.0,-0.0009108192711433144,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-05,1.0,1.0303032518406692,-0.4945361011159513,0.4904778468676294,,False,False,0.0,False,False,0.0,0.0,0.0011686384805853257,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-06,1.0,1.0272907250699626,-0.49461929148594513,0.4918821894158123,,False,False,0.0,False,False,0.0,0.0,0.0009311888887771319,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-07,1.0,1.033455276813547,-0.4946787893624437,0.48877159480564547,,False,False,0.0,False,False,0.0,0.0,-0.002058321958133644,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-08,1.0,1.0287907880033256,-0.494722445356643,0.49103410559860705,,False,False,0.0,False,False,0.0,0.0,0.0014993783500051334,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-09,1.0,1.040520499218732,-0.49473971656735766,0.48521318313399897,,False,False,0.0,False,False,0.0,0.0,-0.003842733775998397,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-10,1.0,1.0428157293354954,-0.4947315516490393,0.4840861561418258,,False,False,0.0,False,False,0.0,0.0,-0.0007434637507529714,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-11,1.0,1.0448970836699134,-0.4946991042728931,0.48309034865113565,,False,False,0.0,False,False,0.0,0.0,-0.0006564711944476587,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-12,1.0,1.0518312718155456,-0.4946381960775531,0.47972407713120013,,False,False,0.0,False,False,0.0,0.0,-0.0022142503668566124,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-13,1.0,1.0589653691250818,-0.49454501106797183,0.47629395980543754,,False,False,0.0,False,False,0.0,0.0,-0.00225116737433462,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-14,1.0,1.068534063235068,-0.49441357040712636,0.4717022586943159,,False,False,0.0,False,False,0.0,0.0,-0.0030044545555624174,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-15,1.0,1.068534063235068,-0.49424939492838055,0.47187768578570377,,False,False,0.0,False,False,0.0,0.0,0.00011479911637704579,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-16,1.0,1.068534063235068,-0.49405749165486584,0.47208274097030056,,False,False,0.0,False,False,0.0,0.0,0.000134205686456485,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-17,1.0,1.068534063235068,-0.4938423775186257,0.47231259775235657,,False,False,0.0,False,False,0.0,0.0,0.00015046061237254557,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-18,1.0,1.068534063235068,-0.4936081073331626,0.4725629234255242,,False,False,0.0,False,False,0.0,0.0,0.0001638860788485141,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-19,1.0,1.068534063235068,-0.49335830426897287,0.4728298465087114,,False,False,0.0,False,False,0.0,0.0,0.00017478280503124827,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-20,1.0,1.068534063235068,-0.4930961914922195,0.4731099229390816,,False,False,0.0,False,False,0.0,0.0,0.00018342933429059654,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-21,1.0,1.068534063235068,-0.49282462396090854,0.473400102096756,,False,False,0.0,False,False,0.0,0.0,0.00019008199730193265,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-22,1.0,1.068534063235068,-0.4925461196417866,0.4736976934484959,,False,False,0.0,False,False,0.0,0.0,0.0001949753665853213,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-23,1.0,1.068534063235068,-0.4922628896249393,0.47400033436922784,,False,False,0.0,False,False,0.0,0.0,0.00019832305835195524,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-24,1.0,1.068534063235068,-0.4919768667809949,0.47430595952084575,,False,False,0.0,False,False,0.0,0.0,0.00020031876871062096,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-25,1.0,1.068534063235068,-0.4916897327360798,0.474612772028552,,False,False,0.0,False,False,0.0,0.0,0.0002011374568241753,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-26,1.0,1.068534063235068,-0.491402943039266,0.4749192165885824,,False,False,0.0,False,False,0.0,0.0,0.0002009366083184745,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-27,1.0,1.068534063235068,-0.4911177504721637,0.47522395456111266,,False,False,0.0,False,False,0.0,0.0,0.00019985752887569986,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-28,1.0,1.068534063235068,-0.4908352265055505,0.47552584104311924,,False,False,0.0,False,False,0.0,0.0,0.00019802663117172165,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-29,1.0,1.068534063235068,-0.4905562809476311,0.47582390387354423,,False,False,0.0,False,False,0.0,0.0,0.00019555668874645903,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-30,1.0,1.068534063235068,-0.4902816798560812,0.47611732449366684,,False,False,0.0,False,False,0.0,0.0,0.00019254803853263519,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-03-31,1.0,1.068534063235068,-0.4900120618042037,0.476405420566161,,False,False,0.0,False,False,0.0,0.0,0.0001890897200495374,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-01,1.0,1.068534063235068,-0.48974795260252757,0.47668763024456573,,False,False,0.0,False,False,0.0,0.0,0.00018526054406691579,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-02,1.0,1.068534063235068,-0.4894897785827834,0.4769634979789047,,False,False,0.0,False,False,0.0,0.0,0.0001811300871468823,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-03,1.0,1.068534063235068,-0.4892378785527947,0.4772326617414776,,False,False,0.0,False,False,0.0,0.0,0.00017675961114370454,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-04,1.0,1.068534063235068,-0.4889925145295277,0.47749484155823074,,False,False,0.0,False,False,0.0,0.0,0.00017220290867288126,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-05,1.0,1.068534063235068,-0.4887538813542075,0.47774982923467835,,False,False,0.0,False,False,0.0,0.0,0.0001675070769211395,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-06,1.0,1.068534063235068,-0.48852211528868866,0.47799747917038715,,False,False,0.0,False,False,0.0,0.0,0.00016271322308573818,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-07,1.0,1.068534063235068,-0.4882973016866726,0.47823770016201994,,False,False,0.0,False,False,0.0,0.0,0.00015785710531688498,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-08,1.0,1.068534063235068,-0.4880794818272714,0.47847044810143924,,False,False,0.0,False,False,0.0,0.0,0.0001529697133577691,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-09,1.0,1.068534063235068,-0.4878686589921074,0.47869571948211975,,False,False,0.0,False,False,0.0,0.0,0.00014807779322347495,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-10,1.0,1.068534063235068,-0.48766480386082256,0.4789135456338628,,False,False,0.0,False,False,0.0,0.0,0.00014320432025266506,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-11,1.0,1.068534063235068,-0.4874678592936888,0.47912398761241437,,False,False,0.0,False,False,0.0,0.0,0.00013836892477593298,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-12,1.0,1.068534063235068,-0.48727774456407086,0.47932713167693386,,False,False,0.0,False,False,0.0,0.0,0.0001335882744745147,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-13,1.0,1.068534063235068,-0.48709435909785576,0.4795230852942869,,False,False,0.0,False,False,0.0,0.0,0.00012887641729894674,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-14,1.0,1.068534063235068,-0.48691758577167005,0.4797119736147877,,False,False,0.0,False,False,0.0,0.0,0.00012424508857700496,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-15,1.0,1.068534063235068,-0.48674729381678017,0.47989393636928246,,False,False,0.0,False,False,0.0,0.0,0.00011970398569437226,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-16,1.0,1.068534063235068,-0.4865833413710138,0.48006912514233446,,False,False,0.0,False,False,0.0,0.0,0.00011526101347760944,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-17,1.0,1.068534063235068,-0.4864255777168507,0.48023770098074825,,False,False,0.0,False,False,0.0,0.0,0.00011092250315893087,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-18,1.0,1.068534063235068,-0.48627384523999806,0.4803998323007642,,False,False,0.0,False,False,0.0,0.0,0.00010669340755696568,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-19,1.0,1.068534063235068,-0.48612798113926753,0.480555693060998,,False,False,0.0,False,False,0.0,0.0,0.00010257747488472409,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-20,1.0,1.061723975415763,-0.48599527765722733,0.48400716177248104,,False,False,0.0,False,False,0.0,0.0,0.00227670515615263,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-21,1.0,1.0653634347446534,-0.48587050403190607,0.48237133098345253,,False,False,0.0,False,False,0.0,0.0,-0.0010778860616072598,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-22,1.0,1.0691979762791852,-0.4857489356390043,0.4806382210350084,,False,False,0.0,False,False,0.0,0.0,-0.0011406828659496278,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-23,1.0,1.0828020775927152,-0.4856158179099,0.4741741834552746,,False,False,0.0,False,False,0.0,0.0,-0.004236419065428966,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-24,1.0,1.075014767648247,-0.48548181353428804,0.47809988102598766,,False,False,0.0,False,False,0.0,0.0,0.0025794712292680176,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-25,1.0,1.1004342213125813,-0.485319594418912,0.46593771002788686,,False,False,0.0,False,False,0.0,0.0,-0.007928081589387017,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-26,1.0,1.1071330514517288,-0.48512592814624367,0.46290105083309707,,False,False,0.0,False,False,0.0,0.0,-0.001975578212733566,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-27,1.0,1.1077989974761542,-0.48490488785927627,0.4628228513582068,,False,False,0.0,False,False,0.0,0.0,-5.087212944805329e-05,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-28,1.0,1.1093829777690598,-0.4846591525931839,0.4623273860931445,,False,False,0.0,False,False,0.0,0.0,-0.0003222176558138864,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-29,1.0,1.1107074121538485,-0.48439149505041357,0.46198277606322147,,False,False,0.0,False,False,0.0,0.0,-0.0002240612293280774,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-04-30,1.0,1.0886888386668605,-0.48413161774847613,0.4729313113115031,,False,False,0.0,False,False,0.0,0.0,0.007169641633923267,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-01,1.0,1.0573421632589564,-0.483915527959852,0.48833570883233013,,False,False,0.0,False,False,0.0,0.0,0.010190356159652376,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-02,1.0,1.1000622043425603,-0.48368926231712134,0.4679117238786006,,False,False,0.0,False,False,0.0,0.0,-0.013330814726573362,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-03,1.0,1.0964968134977942,-0.4834592930768169,0.46988842568537414,,False,False,0.0,False,False,0.0,0.0,0.0012918677565451231,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-04,1.0,1.0883985128842577,-0.4832364317668228,0.47404618629349504,,False,False,0.0,False,False,0.0,0.0,0.0027246962331197934,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-05,1.0,1.0907544108680185,-0.48301801656466226,0.47314596790337304,,False,False,0.0,False,False,0.0,0.0,-0.0005895903414459649,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-06,1.0,1.0930514779602547,-0.4828018090771674,0.47227276902631743,,False,False,0.0,False,False,0.0,0.0,-0.000571567266297328,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-07,1.0,1.0901081589019521,-0.4825918343002647,0.4739227040098225,,False,False,0.0,False,False,0.0,0.0,0.0010811608218275297,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-08,1.0,1.089189493074213,-0.4823892187240748,0.4745867313934593,,False,False,0.0,False,False,0.0,0.0,0.00043530982541104224,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-09,1.0,1.0896221566216948,-0.48219336463152207,0.4745914261215297,,False,False,0.0,False,False,0.0,0.0,3.077685644884201e-06,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-10,1.0,1.1035873198428416,-0.48198842057676605,0.46808369074040246,,False,False,0.0,False,False,0.0,0.0,-0.004248101114787765,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-11,1.0,1.0929544541813367,-0.4817886117834886,0.47342699077739325,,False,False,0.0,False,False,0.0,0.0,0.003500192918851501,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-12,1.0,1.0950506282522805,-0.48159176059053665,0.472632640004211,,False,False,0.0,False,False,0.0,0.0,-0.0005200784002510238,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-13,1.0,1.0970756330959708,-0.4813960612102359,0.47187211137787377,,False,False,0.0,False,False,0.0,0.0,-0.0004976865038586473,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-14,1.0,1.1145073521319082,-0.4811824345991374,0.4637186389225303,,False,False,0.0,False,False,0.0,0.0,-0.0053072781209979976,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-15,1.0,1.1077882813464388,-0.48096190624986995,0.46719603648234953,,False,False,0.0,False,False,0.0,0.0,0.002268651205623789,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-16,1.0,1.118031161724788,-0.4807246202134705,0.4625348943930261,,False,False,0.0,False,False,0.0,0.0,-0.0030317059374711974,-0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-17,1.0,1.118031161724788,-0.48047386947607895,0.4628152415312553,,False,False,0.0,False,False,0.0,0.0,0.0001823769957935868,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-18,1.0,1.118031161724788,-0.48021260058411486,0.4631073482940604,,False,False,0.0,False,False,0.0,0.0,0.00019006321780566437,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-19,1.0,1.118031161724788,-0.4799434347012775,0.4634082841387458,,False,False,0.0,False,False,0.0,0.0,0.0001958463276737802,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-20,1.0,1.118031161724788,-0.47966869035639215,0.4637154568778352,,False,False,0.0,False,False,0.0,0.0,0.0001999452122750393,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-21,1.0,1.118031161724788,-0.4793904068969286,0.4640265864573081,,False,False,0.0,False,False,0.0,0.0,0.0002025618260899878,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-22,1.0,1.118031161724788,-0.47911036791839706,0.46433967876180393,,False,False,0.0,False,False,0.0,0.0,0.00020388122305809616,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-23,1.0,1.118031161724788,-0.47883012414264026,0.4646530000359794,,False,False,0.0,False,False,0.0,0.0,0.00020407196170171013,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-24,1.0,1.118031161724788,-0.4785510153774199,0.46496505233300633,,False,False,0.0,False,False,0.0,0.0,0.00020328677044205377,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-25,1.0,1.118031161724788,-0.4782741913135507,0.46527455026272735,,False,False,0.0,False,False,0.0,0.0,0.0002016633853136382,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-26,1.0,1.118031161724788,-0.47800063101088375,0.4655803992057199,,False,False,0.0,False,False,0.0,0.0,0.00019932549273630896,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-27,1.0,1.118031161724788,-0.47773116099635315,0.4658816750791156,,False,False,0.0,False,False,0.0,0.0,0.00019638372640599016,0.0,1.0,1.0,1.3623383094791972,0.0158
1991-05-28,1.0,1.118031161724788,-0.4774664719507752,0.4661776056802389,,False,False,0.0,False,False,0.0,0.0,0.0001929366804261328,0.0,1.0,1.0,1.3623383094791972,0.0158
