Date,Equal weighting,Inverse Variance weighting,Mean-Variance weighting,Robust Mean-Variance weighting,Min-Variance weighting,Robust Min-Variance weighting,Hierarchical weighting (by LdP),Robust Hierarchical weighting (by LdP)
1998-06-10,0.00047632684586906057,0.0007577630194369767,1.5205979214664167e-06,1.5213598157231004e-06,0.00030243905800553266,0.0009319740090041272,0.0006249323603311602,0.0008074996188206589
1998-06-11,-0.00037908682019892017,-0.00011022718807692595,3.9735411102897575e-10,3.974407522396167e-10,-5.842577191555193e-05,-8.72148936483736e-05,-5.373108896761704e-05,-0.0002398045415614344
1998-06-12,0.0007985642933997542,0.0009743932677625485,7.286920448628346e-09,7.2881605136395e-09,0.000255703352854115,0.0007651248199917945,0.0005002234950355109,0.0010691532788968448
1998-06-13,1.785856224115876e-05,0.00029391498740629425,2.8140937002829194e-09,2.814603254427087e-09,7.156799159213666e-05,0.0003013096706000819,0.00016339019183617755,0.00021097660159390363
1998-06-14,0.0002154217681470194,0.00012954229952273283,3.261961886460634e-10,3.2624460471779993e-10,9.533040720501574e-05,0.000189238750626598,0.00010854277033875839,0.0001289090301549015
1998-06-15,0.00020198816901071867,0.00011669184183294778,2.7600444029151045e-10,2.760441489177339e-10,8.916464819754588e-05,0.00017443288997447077,0.0001004693483226117,0.00011777364314186897
1998-06-16,-9.27241951944636e-05,6.602448824556304e-05,-1.1685130635452968e-09,-1.168743506910752e-09,-7.120519657004022e-06,6.504957717239733e-05,3.1969044546707474e-05,3.360787058300873e-05
1998-06-17,0.0008193069169961057,0.00027658964091259566,1.2798403745610604e-06,1.2804779420412527e-06,0.0002487976347831596,0.0003647072475899686,0.000225739704314799,0.0005622327133310635
1998-06-18,0.0017884455294553089,0.0003438410681424509,1.6761752911992842e-06,1.677001953008413e-06,0.0006805436987958454,0.0007145276414433917,0.00038417224923292673,0.0006955699852684632
1998-06-19,-0.0007397408747318549,-0.0003848970237458195,-1.6770585416776556e-06,-1.6778855484688704e-06,-0.0002646354430061643,-0.0004705663601565565,-0.0002926451157083636,-0.000625338228144633
1998-06-20,-2.6056428137806114e-05,-0.0002556579411473556,4.489342972172238e-07,4.49159266753251e-07,-4.455495302411535e-05,-0.00035322147140976867,-0.000176234220354226,-0.00017658554368418634
1998-06-21,0.000370862689286466,0.00024630141184309867,2.823425547496729e-07,2.824810672404514e-07,0.00014855994382786136,0.00031505435222424326,0.0001804702855813158,0.00032072480045683074
1998-06-22,0.00036308940876848936,0.00023998036344568047,2.715623401932553e-07,2.716954472581928e-07,0.00014638691005027562,0.00030910744353652736,0.00017424030862436883,0.0003099892949351247
1998-06-23,0.001842689255635378,0.001210577799367565,3.7296359583906533e-06,3.7314670396931543e-06,0.0006391024131332659,0.0011056592843167008,0.0005538586723807479,0.0017015238511697865
1998-06-24,-0.0009816476939528164,-0.00038928966091124773,-6.824622769057497e-09,-6.825376843314321e-09,-0.00035751479384383097,-0.0006153651480675083,-0.00037510745186904843,-0.0005403623821252884
1998-06-25,-1.0911695552225656e-05,8.77396830139889e-05,-8.344428454911971e-08,-8.348535884571703e-08,-1.948041039857113e-05,5.8735285374306725e-06,-5.309852827478413e-05,7.328020792707483e-05
1998-06-26,0.0005603040857385849,-3.339799131614642e-05,0.0015797294512362706,0.001579730006767348,0.00015187247068289397,1.405464338518739e-05,-0.00011957399350260004,0.0002154080134471369
1998-06-27,0.0018241508035121447,0.0007588021546415911,-0.0025911495643171226,-0.002591149451194866,0.0007417266779941087,0.00120138739954795,0.0006982624016811312,0.0009177162756090686
1998-06-28,0.0003756457544903162,0.00029766312151583037,0.0007621695291457155,0.0007621695481503965,0.0001565162006200377,0.0003652543580289192,0.00022484879219221231,0.00037982421524343935
1998-06-29,0.00035625430043219515,0.0002825386488178508,0.000742995156282791,0.0007429951768839043,0.00014867294496677977,0.0003489482631284764,0.00021371521494917034,0.00036165434083640455
1998-06-30,0.00016033343201471016,0.0006937164580913988,0.0018359023255225683,0.0018359023255233673,0.0004000269480613292,0.00041448252031806834,0.0006392148607182544,0.0006307551784411704
1998-07-01,0.004846440720150822,0.004808315337473791,0.026970249265878404,0.026970249265905164,0.005131262140362027,0.005764293395384844,0.004021688761871858,0.00467429988418289
1998-07-02,0.0008849899432013823,0.0012005288958575125,6.483137768200039e-10,6.483173749822736e-10,0.0007713219680671456,0.000856047800290857,0.0009508513194444586,0.001041331225992532
1998-07-03,0.0013523171644318306,0.0013996254244572218,3.511574786809535e-09,3.511581849710301e-09,0.001224205221038226,0.001342216362721779,0.001200989340219106,0.0014364571539696824
1998-07-04,0.0008553096052331358,0.0007907067489275377,6.889228859228876e-09,6.8892381455916976e-09,0.0006937803458508926,0.0007784743133210808,0.0006351252872634974,0.0007522706093744254
1998-07-05,0.0010347876752464706,0.0008834204381913749,7.504798522924803e-09,7.504808938806562e-09,0.0008185894042583676,0.0009136879242264775,0.0007432233982872895,0.0008828936555316822
1998-07-06,0.0009818593716371484,0.0008377960327969869,7.178587438030928e-09,7.178597383892823e-09,0.000778888685251119,0.0008694258571790606,0.0007045281688163513,0.000837315032438074
1998-07-07,0.0011452817838594079,0.0007713314824592579,1.1116576876717215e-08,1.1116591152143818e-08,0.0008658142315268104,0.0009558947559479881,0.000717194418475809,0.0008725143240006092
1998-07-08,6.448993402550145e-05,8.646530161439136e-05,6.514050147330089e-09,6.51405713331784e-09,0.00013652037612699422,0.00020220017605501782,-2.4402196309418392e-05,0.00010796579004747052
1998-07-09,0.0007695397967599334,0.0006299259365695537,5.953083781908525e-10,5.953112855679492e-10,0.0005861058943672676,0.0006496184726924288,0.0005147339118324922,0.0006680307664725621
1998-07-10,0.0007517711270790052,0.0005528369532478274,7.4063842008219465e-09,7.406393706074126e-09,0.0005464735895153422,0.0005859738962782809,0.00048498013919694936,0.0005333307900257993
1998-07-11,0.0016683051258334796,0.0007709429537962214,4.5765845447854395e-09,4.576593584882131e-09,0.0008718241114638863,0.0009146331964550052,0.0007097110136953263,0.000896087360613287
1998-07-12,0.0005037504020310149,0.0004545117477757338,3.890404900738295e-09,3.8904102314862955e-09,0.0004174424641908248,0.0004704730643636774,0.0003741685440913685,0.00045210420038922176
1998-07-13,0.0004606213429355464,0.0004169517980692807,3.5487787325291797e-09,3.5487835959620936e-09,0.0003835722450918176,0.00043214433993876846,0.0003427307594565784,0.0004136098396062501
1998-07-14,0.0003041878739854903,-0.00021012252518428018,4.401117298146412e-09,4.401122585847216e-09,2.3506295245578713e-05,5.073461976933813e-05,-0.00012845935506677105,1.0165881449973058e-06
1998-07-15,0.0005799130027839914,0.0005684278085967182,1.2089933910156988e-09,1.2089963454679067e-09,0.0004843853115699377,0.0005440003810604284,0.0004899731670369314,0.0005742423812514954
1998-07-16,0.00014428176773034437,0.00030833386630551424,4.694221734147871e-09,4.694226984969175e-09,0.00024735890744934726,0.000252590257171195,0.0002971143861859792,0.00028345534746705085
1998-07-17,0.0010502065351621133,0.0002949702581253805,1.804837921423178e-08,1.8048401578828947e-08,0.0004140633574480729,0.0004626278028643,0.0002246652747108321,0.000246554014802349
1998-07-18,0.0005357733115099461,-0.00013528826530717012,7.873555720838747e-10,7.873578495455009e-10,9.633822977349961e-05,0.00016241511020026862,-0.00022696187368506283,-0.00014130003891282562
1998-07-19,0.00027484255097857035,0.00016492859206135177,5.755939981098595e-09,5.7559472117086896e-09,0.00019189620829687673,0.00020500044621192632,0.00015422520976972378,0.0001591088566091686
1998-07-20,0.00022764185881959085,0.00014351627426212373,5.7560015806307165e-09,5.756008755155849e-09,0.00016824869477188436,0.0001786451398663539,0.00013577523199754393,0.00014138426641367577
1998-07-21,0.00012534387182390689,0.0004311337097671829,-3.3484014395912408e-09,-3.3484068223664545e-09,0.000304650500952175,0.00031696279579460773,0.0004339986827638187,0.0004108444120345957
1998-07-22,0.0014896621382700802,0.0006821366666323861,6.10369519937987e-08,6.103702552697356e-08,0.0009059931809265045,0.0009425798324131883,0.0007389609330639048,0.0007441274643097075
1998-07-23,0.00043945312111956774,0.000876226449033494,2.5211741596913936e-08,2.5211773044137826e-08,0.0005974870401519697,0.0006055569922649551,0.0008362851275710554,0.0007303785906241303
1998-07-24,-0.0001604960728199537,-7.38724776671553e-05,3.7198588057949976e-10,3.7198593294289054e-10,-0.00010134803528692783,-0.00011472164157663993,-4.681438852253148e-05,-6.408760324027201e-05
1998-07-25,0.0005365983176748252,0.000248549751203953,2.9624033752289556e-09,2.9624076376872106e-09,0.0004924319491873789,0.0005382908779588364,0.0003184517723309012,0.00039306185882132406
1998-07-26,0.00016898390193834488,0.00010855682935447405,2.1803577814075878e-09,2.1803603277688823e-09,0.0001725648026247702,0.00019063099635878626,0.00011843684217995726,0.00015001288037946392
1998-07-27,0.00015867535455146246,0.00010276809478463083,2.0837917017199385e-09,2.0837941272143323e-09,0.00016156843081510772,0.0001786327558460141,0.00011118004674885802,0.00014175343961355538
1998-07-28,7.582938977053747e-06,2.0563549114777248e-05,1.5404688388325931e-09,1.5404703082643735e-09,-3.530219518017747e-05,-3.315870345654876e-05,-4.146313168110009e-06,2.335164531867617e-05
1998-07-29,8.600934671159675e-05,0.00014578057931186834,-5.087106481340473e-09,-5.08711102724318e-09,0.00010689753084336154,0.00013233568507882036,4.91092063066369e-05,0.0002162533305971477
1998-07-30,0.00042316262273592027,0.0006851157905015514,4.465408606802038e-09,4.465414119455103e-09,0.0005697361170774009,0.0005394928554374835,0.0007055354144580312,0.000552655752512982
1998-07-31,0.00022884920885909939,0.0007940023633038054,2.9419229425497276e-09,2.9419154075264935e-09,0.0006441146021617353,0.0005616862220089967,0.0009575757032592285,0.0004306537815782824
1998-08-01,-0.00011740681136942767,-0.0006897985613927533,1.2229777088674955e-08,1.222972299480317e-08,-0.0014748989650389995,-0.0012503516897013442,-0.0008873761227581401,-0.0009144024546896578
1998-08-02,0.000558606989955519,0.00046222953770051913,3.7689160487156146e-09,3.768911715900491e-09,0.00046313221170483053,0.0004889793601946981,0.0003722927086028813,0.0005471332373724327
1998-08-03,0.0005778148431084256,0.00047928295511203773,4.009495411545424e-09,4.009490545568611e-09,0.0004958211687201917,0.0005181167834830007,0.00038919096070358394,0.0005656029624242189
1998-08-04,6.346045822838081e-05,-7.010066063795531e-05,-2.2007349452036811e-10,-2.2007150503735892e-10,-0.0003651537406950974,-0.0002643818904296075,-0.0002596497998940362,-9.271504833197939e-05
1998-08-05,0.0014654389829389283,0.0013387400011746087,4.058879530654535e-09,4.0588889055170005e-09,0.001410083540330275,0.0013151579232720363,0.0010980613465742673,0.0015600896616384924
1998-08-06,0.000236578549097009,-4.831595189734434e-05,4.690820143480865e-09,4.6908069952261936e-09,-0.000244254836891763,-0.00014824044078863555,-0.00011350753376277158,-8.245214941043265e-05
1998-08-07,0.0005559377498641495,0.00030208999564060627,5.766802593737663e-09,5.766791053397535e-09,0.0003156751546332233,0.00039686117003034287,0.0002707477174054597,0.0003498652185634759
1998-08-08,-0.00044826043217307773,-0.000693855273796695,1.3700982786968525e-09,1.3700855634407614e-09,-0.0013434155294978086,-0.0011963761392542315,-0.000882196933268204,-0.0009469829947301025
1998-08-09,0.00042074071876875975,0.0003977214974121368,2.8724457442696863e-09,2.872442360851611e-09,0.0005710438617585287,0.0005761318915368578,0.00040060519254418703,0.000493549899485407
1998-08-10,0.0003868356144682391,0.00037528739106401545,2.5741408646342766e-09,2.5741379970062755e-09,0.0005478905345680928,0.000549107615961693,0.00038353843334930815,0.0004673500466538802
1998-08-11,0.0006707319355420366,0.0007312805533646289,2.352976512118992e-09,2.352979231211872e-09,0.00115869779185284,0.0011249956641120828,0.0007735132771538888,0.0009515289009055848
1998-08-12,0.0001536378986847835,0.0009513331894851349,-1.7761125042096958e-09,-1.7761027553319315e-09,0.002009926062600651,0.0015839094042233806,0.0013903538522741343,0.0011761549053456036
1998-08-13,0.0007233867990505412,0.0007533041116120269,5.647607643458294e-09,5.647599129291256e-09,0.0013068609897990482,0.0011249229386522308,0.0008004981062801216,0.0009820420807905767
1998-08-14,0.000579444146460026,0.0006625561797867141,2.022875190004424e-09,2.022878071524047e-09,0.0011512853050508617,0.0010408404049986508,0.0007357943534266017,0.0008647679820332155
1998-08-15,-0.0006438044596692389,-0.00040821670708679676,-4.487613294068846e-09,-4.487606744853548e-09,-0.00043132445370111495,-0.0005123922209048525,-0.00047072828669684564,-0.0005428501547920221
1998-08-16,0.00023273466044292004,0.00018543915316877942,1.3870500804713333e-09,1.3870485984901899e-09,0.0002656662724218067,0.00029685889960031145,0.0002216184877899005,0.00025731018622660826
1998-08-17,0.00021785847565958464,0.0001735832393273641,1.3055392502141173e-09,1.3055378432653889e-09,0.0002481385658249293,0.0002773823294237749,0.00020711623251785932,0.00024086560620555902
1998-08-18,0.0011471463892951817,0.00048166858422116,3.8640968220807784e-09,3.864095770950728e-09,0.0011396836216792203,0.001300476365771581,0.0008228218751894164,0.0007955051082216183
1998-08-19,0.0011197049751247308,0.0010021547031010486,6.969941869397167e-09,6.9699350111960175e-09,0.001152527338313664,0.0012910359163601833,0.000990611181229002,0.001319511717033994
1998-08-20,0.0003305845061046087,0.0003297311046135331,8.815886439362752e-10,8.815903215846831e-10,0.0005614289364263441,0.0006059586563746663,0.0004284400879672791,0.0004523909258650018
1998-08-21,3.566209364007479e-05,1.540958770380149e-05,4.9149459612422144e-11,4.914970793894591e-11,2.828293113769937e-05,3.265081969822249e-05,2.082184433715526e-05,2.3496918580766065e-05
1998-08-22,-4.2626814953589016e-05,-1.8419043205666073e-05,-5.874823113619142e-11,-5.874852796028939e-11,-3.380651972146197e-05,-3.902744643671488e-05,-2.4888300572318594e-05,-2.8085810396626e-05
1998-08-23,8.487414386377396e-05,3.545904497528702e-05,1.489247625369342e-10,1.4892533928049865e-10,6.176741584278597e-05,7.066184629749464e-05,4.575441887601418e-05,5.563989493456851e-05
1998-08-24,8.029641717469144e-05,3.34366301855953e-05,1.4378274488713045e-10,1.4378328923360943e-10,5.793439243233881e-05,6.621332254817825e-05,4.294283008556916e-05,5.2613449400541546e-05
1998-08-25,-0.00022521791049430316,-8.36831250508745e-05,-6.689013762421394e-10,-6.689027844792808e-10,-0.0001164027800429161,-0.0001271462604651125,-8.885244342405528e-05,-0.00014523011978449346
1998-08-26,6.678341626705422e-05,2.4814389595102246e-05,1.9834798641520215e-10,1.9834840399694336e-10,3.451668340757941e-05,3.770242615609247e-05,2.6347237226870838e-05,4.306479676858252e-05
1998-08-27,-0.0004854306659318907,-9.523197448332502e-06,-8.434212065504515e-09,-8.434190072023131e-09,-0.0001590813993201184,-0.00014789761317988547,6.9279652638807985e-06,-1.4037529472428305e-05
1998-08-28,-0.00023219255200072694,-0.00019145274505470635,-2.0028262592127177e-09,-2.0028226957480095e-09,-0.00020655311238765658,-0.00024135412304248667,-0.00017707351633308293,-0.00019166027652740613
1998-08-29,1.7671312727738156e-05,-0.00015838735405509336,1.170886302796145e-09,1.1708825014393645e-09,-4.2370826661047005e-05,-6.46308871639916e-05,-0.00014134644665579735,-0.00015649505687986246
1998-08-30,9.700069879500374e-05,5.263077469981668e-05,4.4820014425723254e-10,4.482001203942942e-10,7.104473577645056e-05,8.11665899933407e-05,5.263391946898171e-05,6.594609107401844e-05
1998-08-31,7.53441991622891e-05,4.6907127373656364e-05,2.7035943007479427e-10,2.7035998664611953e-10,3.46882744742291e-05,5.993286947964352e-05,4.713002707791093e-05,5.283032323785497e-05
1998-09-01,0.00020881244291188832,0.0001750699765058372,9.602348103307221e-10,9.602357577853326e-10,0.0001073493161562378,0.00022689006351088147,0.00019409437197710687,0.00019006803208364425
1998-09-02,0.00034012627412811637,0.00040967471396291733,5.969714642964976e-09,5.969700771919496e-09,0.0004037868123832267,0.0007559791894684758,0.0005068816886611252,0.00041924038172037875
1998-09-03,0.0006060648400962065,-0.00021025504346950573,2.9070804900214643e-09,2.9070827119175243e-09,-7.265353510992054e-05,-1.921600144498584e-05,-0.0003940376962684447,-9.412361991288342e-05
1998-09-04,-0.0007662482226598261,-0.00020083961756408482,-5.584013996583046e-09,-5.584011579442718e-09,-0.00024351890225856408,-0.00046911206093375407,0.00010994950292916227,-0.0003016555402065545
1998-09-05,0.000639659942986962,0.0004666239212938517,2.057549745998469e-09,2.057555763368946e-09,0.00038956530617836194,0.0004869317626284015,0.00045520999982893664,0.0004744167689277027
1998-09-06,0.00031155798681930017,0.00017116478264504203,2.0894290103239812e-09,2.0894284997968575e-09,0.00015505664422583683,0.00022648175787566772,0.00011942563848986492,0.00021522528341404163
1998-09-07,0.0002955387284688872,0.00016382785865297475,1.984099025957978e-09,1.9840985462683365e-09,0.00014648536250705534,0.0002139720497034655,0.00011542516596203865,0.00020424732055118522
1998-09-08,0.00035274770926368396,0.00021161638124934798,2.421468829740685e-09,2.421468171893322e-09,0.00017098677019025056,0.0002478575227083819,0.00014751055347985323,0.0002690219395955861
1998-09-09,0.0005312406193258049,0.0007812200095697355,5.9876191590612075e-09,5.987609941680732e-09,0.00040497946580509315,0.0008312160840496136,0.0007387837518037028,0.000874232657058407
1998-09-10,-5.118006125948663e-05,-2.665280182805323e-05,-1.0655257186648216e-09,-1.06552437533543e-09,-8.066551051888568e-05,-3.930874603684927e-05,-1.795205684196153e-05,-1.940406351365632e-06
1998-09-11,-0.0005585694443302642,-0.0007236882368540454,-9.029090857872914e-10,-9.029211774124297e-10,-0.0003119889845920033,-0.000553530166735284,-0.0005944638005694042,-0.0007091652036037828
1998-09-12,-0.00032537982779688057,-0.00032949663535651597,3.328492363691747e-09,3.328474813000622e-09,-1.4677948219625291e-05,-0.00036892986660396176,-0.0003730506618466237,-0.000414667446032891
1998-09-13,0.00035114203849593694,0.00038504567172634456,2.750425023215553e-09,2.7504220775143755e-09,0.00020299145656174446,0.00035692518164229383,0.00040351610564708063,0.00039084219334012854
1998-09-14,0.00033815002757656723,0.00036099444305589455,2.78428620963631e-09,2.7842828875345974e-09,0.0001932593246211356,0.00033701432517235346,0.0003770460081764402,0.0003669922268888032
1998-09-15,0.0002382573362738431,0.0004676068688048567,1.1035652837877309e-08,1.103561711581551e-08,0.00029539860077521874,0.00035621533377189505,0.0005345619779455016,0.000324389506268781
1998-09-16,0.0005676862059305983,-0.000635549476642083,5.81944040126252e-09,5.819432259421295e-09,-0.00025278721939164686,-0.0002402948629788272,-0.0009918474231420153,-0.00038282401592130066
1998-09-17,0.0008919632824822565,0.0008704577376463015,1.0952886528759254e-08,1.0952864733097581e-08,0.0006359461617036838,0.0008314495767070822,0.001113023015168962,0.0008372517721337576
1998-09-18,-0.0005995359267615074,-0.00018506305145663755,1.2007183955735897e-09,1.200698055354311e-09,-0.0001197443819173084,-8.402091349383171e-05,-0.00019873244901626327,-0.00026332225093803096
1998-09-19,-0.0008735700888971899,-0.0005550442703496196,-4.3737952237189426e-09,-4.373799993715135e-09,-0.00040144551323437265,-0.0006289589745447755,-0.00042912769719477225,-0.0005879486655552399
1998-09-20,0.00033438895470447316,0.0002124184980689947,1.9838034931965346e-09,1.9838039918434836e-09,0.00015496355509959038,0.00024296548019908014,0.00017890032998549725,0.00023395267843026018
1998-09-21,0.0003294653046169531,0.0002070516033092361,1.9256822463385096e-09,1.925682876677852e-09,0.0001519981747941672,0.0002372901873860293,0.0001745533624691198,0.00022839525624600022
1998-09-22,0.0003716334073297984,0.0002108856434579077,3.4836288325056027e-09,3.483625631881489e-09,0.00014464921783232057,0.00020284641036866997,0.00012722875028316332,0.0001954979157858355
1998-09-23,0.0007786863308956069,0.00024332252784457,5.55062438166587e-09,5.550621174678955e-09,0.00030585831426626123,0.000416021888027702,0.00023081553341770908,0.0003177881740116441
1998-09-24,-0.0006128129994682836,-9.029915763237778e-05,-1.1374186247626783e-08,-1.1374156942146608e-08,-0.00032114288156194026,-0.0004579996390939033,-0.0001440350976734587,-0.00017375221848120099
1998-09-25,-0.00018639385285569958,-0.00023027018051146776,3.4986700064936646e-09,3.4986531836946053e-09,-6.871511679706243e-05,-0.00013310262288161297,-0.00019031799204926588,-0.00023851682653901478
1998-09-26,0.00037881186223441186,0.00020289349278996034,4.410532201354766e-09,4.4105243627705465e-09,0.00015935022462870005,0.0002419341722136913,0.0001648976623232875,0.00020926549998331818
1998-09-27,0.0002922959256105105,0.0001448712050017543,3.1271635277369426e-09,3.1271583181435144e-09,0.00012958905686554674,0.00018872901127905186,0.00012140464550157395,0.00016958761590661094
1998-09-28,0.00023681519768935482,0.00012493310382856606,2.789870876209916e-09,2.789865753950186e-09,0.00010757442000845838,0.00016090211716812317,0.00010768846861928925,0.0001465355268183253
1998-09-29,-0.00016861349207516414,0.00022080021463023326,4.354487898857282e-09,4.354469110577789e-09,-7.942395215629549e-07,5.088219855867435e-05,0.00014909669448760396,7.217133948576324e-05
1998-09-30,0.0004758395285758055,-2.653426151586024e-05,4.149501449021732e-09,4.149505196334272e-09,0.00016140473205598056,6.352713038011731e-05,-1.4859393782711938e-05,-4.852871463029138e-05
1998-10-01,0.0006831597047773771,0.00015709220679268796,1.9079588268042935e-08,1.9079575947307596e-08,0.0002871523978300448,0.00044110702274519043,0.00013363845448917188,0.0002964270399796413
1998-10-02,0.0015455111407538156,0.0003824172638558242,1.7761737690451147e-08,1.7761738438476485e-08,0.0006382096058389374,0.0009097985751544018,0.00033838656450782274,0.0006289513741243628
1998-10-03,0.00043089900109698307,0.0003596946444013637,6.012164190462479e-09,6.012162696308707e-09,0.0001890340478465171,0.00032729276663841494,0.000300392267669674,0.0005008610033196293
1998-10-04,7.892580398847959e-05,5.046791159626238e-05,5.641667573440067e-10,5.641670747741774e-10,3.4153690013217364e-05,6.963771374361564e-05,4.072883453765507e-05,7.575576036280907e-05
1998-10-05,7.278614235998631e-05,4.600284772608739e-05,5.374684812247402e-10,5.374687433345765e-10,3.145554676153385e-05,6.441943540044097e-05,3.698582792543712e-05,6.901441626679996e-05
1998-10-06,0.0002883874335678111,0.00012267873209826057,3.223887279936771e-09,3.2238866365099302e-09,0.0001298738665598731,0.0001959759570905999,9.482350010395336e-05,0.00021513780259804885
1998-10-07,5.172601041185082e-05,2.2580677802943245e-05,9.230403225694192e-10,9.230396275262741e-10,1.8599534012759894e-05,6.942814377942718e-05,1.1830475757656304e-05,1.3331753281049467e-05
1998-10-08,-8.214141771566535e-05,-1.84396465048835e-05,-3.2720269029880028e-09,-3.2720231031712204e-09,-3.052078512840032e-05,-2.5816026259513903e-05,5.038096076110177e-06,8.278963628657234e-06
1998-10-09,0.0003665884256855034,0.00025433231983216267,2.4209145308682627e-09,2.4209176400986522e-09,0.00016173422904480026,0.00038761135951262166,0.0002817765080385401,0.0005073621685679408
1998-10-10,6.821723621507208e-05,-5.667125864825881e-05,1.7942408845072263e-09,1.7942366726748333e-09,-9.612460849136694e-05,0.00016107041152907858,-1.094310243977482e-05,-4.899458426600664e-06
1998-10-11,0.0002539331507483844,0.00012906071193962752,1.3516089707892765e-09,1.3516108420858816e-09,0.00012070478534158206,0.00016032197018336496,9.377455783335858e-05,0.00020367734826681814
1998-10-12,0.00024197545528240554,0.000125585573452121,1.3016113985222975e-09,1.301613171792868e-09,0.00011491151864662302,0.0001607931880716053,9.22619732367712e-05,0.00019813159576578804
1998-10-13,0.0002535536576569153,0.00017514268020078468,2.731732882137158e-09,2.731733513607018e-09,0.00011284943087364907,0.00042876983508789994,0.00015521424613952698,0.00029405431414935765
1998-10-14,-5.9959246327952854e-05,-1.2496809167307247e-05,-1.8618392137101208e-09,-1.8618368486406745e-09,-2.846407312960547e-05,-4.9600007001297856e-05,-6.340498488858942e-06,-1.600135021895422e-05
1998-10-15,-0.00020672670054473904,-4.123699579814645e-05,-1.6095612892345783e-09,-1.6095619654255897e-09,-9.642089072336722e-05,8.199985011129305e-05,-8.826645213704635e-06,-4.662122650994157e-05
1998-10-16,4.5546548825573435e-05,-6.0002034035538405e-06,1.1465160121205949e-09,1.146515531755817e-09,1.0050071249656376e-05,6.387062519707333e-05,1.0098801742975768e-05,-3.596028994424964e-05
1998-10-17,0.00026006798871599883,0.00010870676286152423,-1.664243941237179e-09,-1.6642372098664486e-09,0.00011791886697761025,0.00021170323364300573,6.784522536060222e-05,0.00015469182340817675
1998-10-18,0.00015179991466215007,8.349864370989332e-05,1.3684716548296266e-09,1.3684720674213313e-09,6.984263533663619e-05,0.00012123727942926727,7.157263159905672e-05,0.00015614220306103444
1998-10-19,0.00014332572757764264,7.82656497025933e-05,1.333866934023285e-09,1.3338672634636383e-09,6.580389542037541e-05,0.00011354863139912749,6.679042156621973e-05,0.00014541472463612214
1998-10-20,8.125166399290269e-05,6.876200231951848e-05,-2.8277331608861405e-09,-2.8277287318046583e-09,4.207870325303889e-05,0.00011293768002914486,9.898358680489424e-05,0.00015175450973994474
1998-10-21,0.00010674502166527203,2.286988861144527e-06,3.0577766118479117e-09,3.0577737272507057e-09,4.751356048328812e-05,6.715992371214448e-05,-1.005680601797278e-06,1.4590500980612217e-05
1998-10-22,0.0006853237512507183,0.0002948278552674861,9.479345533634257e-09,9.479341788244834e-09,0.00031691454584698226,0.0004298605496907518,0.00019823164633415473,0.0004299352462870658
1998-10-23,0.00015304086030488398,6.762527838643588e-05,1.6449723033709592e-09,1.644971747270745e-09,8.687347745411985e-05,-9.986284790455489e-05,-6.815075833667208e-06,4.6791708653495585e-05
1998-10-24,0.00010195230577113652,6.236251744136444e-05,3.8624417186934636e-10,3.862458966757949e-10,3.9151986060303944e-05,0.00014522030868617183,5.6339019403139194e-05,0.00010519766988463775
1998-10-25,2.0899097776239593e-05,9.164281155262922e-06,3.005275099310892e-10,3.0052753899774795e-10,6.647634016242953e-06,3.897907488391745e-05,1.2737120753748743e-05,2.0183538134481264e-05
1998-10-26,1.784915807234426e-05,8.020291918113296e-06,2.4184355600897716e-10,2.4184361499021744e-10,5.502025933167574e-06,3.573061124830019e-05,1.1689166718011805e-05,1.8108399028408606e-05
1998-10-27,0.00015725691637553837,6.780133034657599e-05,3.6000357455058837e-09,3.600032824798359e-09,6.669784489500033e-05,9.884368630257319e-05,5.1232108308057855e-05,9.804712413722347e-05
1998-10-28,-4.191982688925942e-05,2.6212639434621933e-05,-4.694369046107224e-09,-4.69436263816031e-09,-2.0811335578546648e-05,0.00011916669637567664,5.558239989303901e-05,7.174984504166365e-05
1998-10-29,0.0001370725280543426,4.891419089906966e-05,3.657165903985691e-09,3.6571632775117666e-09,5.653382669945567e-05,-3.265607686538746e-05,-2.436203972639928e-05,1.1033999351520186e-05
1998-10-30,-0.00015755122205951728,-8.884516949427966e-05,-4.6998556678669434e-09,-4.699868081990387e-09,-0.00011446747165350826,-0.00021038770903258314,-0.00013129501316524816,-0.00017097575507825103
1998-10-31,-0.00012481529836801125,-5.878262545556567e-05,3.8513752716011787e-10,3.851235478185042e-10,-0.00010966817244965825,-0.00019705458888845655,-8.298902234794455e-05,-9.036028237472611e-05
1998-11-01,0.0005691390550190246,0.0001948873253734136,2.9286376703121152e-08,2.9286391719477297e-08,0.00021461550763243647,0.0002632331870874794,8.724239357809278e-05,0.00030166488157613424
1998-11-02,7.447628871102431e-05,4.4827001170968504e-05,1.760312926909744e-09,1.760318172768546e-09,4.399580128449254e-05,6.930880488055769e-05,3.8151514995746095e-05,7.7643615886955e-05
1998-11-03,0.00012117283711623101,6.093712778213077e-05,-8.325291765822914e-10,-8.32520220167293e-10,6.147335842843969e-05,9.623680305217821e-05,6.381069012252717e-05,8.794954988311282e-05
1998-11-04,-9.943502570234554e-05,-0.0002085744706377013,1.8011579258581968e-09,1.8011501653735005e-09,-0.00039559747617009226,-0.0004947034196025871,-0.0003144616648625616,-0.00015449507549071136
1998-11-05,0.00041351747137332586,0.00047602873061846116,3.388530856415902e-09,3.3885613372508784e-09,0.00043473664971411196,0.0006771311383086683,0.0005965470854139286,0.0006651073404371074
